DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA GALACTOCEREBROSIDASE EM LEUCÓCITOS E FIBROBLASTOS,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,GENÉTICA BIOQUÍMICA,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA HEXOSAMINIDASE A E TOTAL EM SORO, LEUCÓCITOS OU
FIBROBLASTOS",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,GENÉTICA BIOQUÍMICA,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA IDURONATO 2-SULFATASE EM FIBROBLASTOS,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,GENÉTICA BIOQUÍMICA,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA N-ACETILGALACTOSAMINA-6-SULFATASE EM FIBROBLASTOS,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,GENÉTICA BIOQUÍMICA,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"DOSAGEM QUANTITATIVA DE ÁCIDOS GRAXOS DE CADEIA MUITO LONGA PARA O DIAGNÓSTICO DE ERROS
INATOS DO METABOLISMO (EIM)",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,GENÉTICA BIOQUÍMICA,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"GLICOSAMINOGLICANOS URINÁRIOS, DOSAGEM QUANTITATIVA OU ANÁLISE QUALITATIVA",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,GENÉTICA BIOQUÍMICA,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"PORFIRINAS URINÁRIAS OU PLASMÁTICAS, FRACIONAMENTO E QUANTIFICAÇÃO",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,GENÉTICA BIOQUÍMICA,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"TESTES DE ERROS INATOS DO METABOLISMO, QUALITATIVOS, NA URINA",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,GENÉTICA BIOQUÍMICA,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"TESTE DUPLO: 1 TRIMESTRE - PROTEÍNA A PLASMÁTICA ASSOCIADA À GESTAÇÃO (PAPP-A), BETA-
GONADOTROFINA CORIÔNICA HUMANA LIVRE (β-HCG) COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO
DE RISCO PARA ANOMALIAS FETAIS",,,,Ambulatorial,Hospitalar Com Obstetrícia,,Referência,Procedimento de Alta Complexidade,,GENÉTICA BIOQUÍMICA,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"TESTE DUPLO: 2 TRIMESTRE - ALFA-FETOPROTEÍNA (αFP), BETA-GONADOTROFINA CORIÔNICA HUMANA
LIVRE (β-HCG) COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO DE RISCO PARA ANOMALIAS FETAIS",,,,Ambulatorial,Hospitalar Com Obstetrícia,,Referência,Procedimento de Alta Complexidade,,GENÉTICA BIOQUÍMICA,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"TESTE QUÁDRUPLO: ALFA-FETOPROTEÍNA (αFP), ESTRIOL NÃO CONJUGADO (uE3), BETA-GONADOTROFINA
CORIÔNICA HUMANA LIVRE (β-HCG) E INIBINA COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO DE RISCO
PARA ANOMALIAS FETAIS",,,,Ambulatorial,Hospitalar Com Obstetrícia,,Referência,Procedimento de Alta Complexidade,,GENÉTICA BIOQUÍMICA,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"TESTE TRIPLO: ALFA-FETOPROTEÍNA (αFP), ESTRIOL NÃO CONJUGADO (uE3), BETA-GONADOTROFINA
CORIÔNICA HUMANA LIVRE (β-HCG) COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO DE RISCO PARA
ANOMALIAS FETAIS",,,,Ambulatorial,Hospitalar Com Obstetrícia,,Referência,Procedimento de Alta Complexidade,,GENÉTICA BIOQUÍMICA,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ALK - PESQUISA DE MUTAÇÃO (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,114,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANÁLISE MOLECULAR DE DNA (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,110,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"BRCA1 e BRCA2, PESQUISA DE MUTAÇÃO SOMÁTICA (COM DIRETRIZ DE UTILIZAÇÃO)",542/2022,01/09/2022,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,156,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Odontológica,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,Diretriz de Utilização,SUBGRUPO,GRUPO,CAPÍTULO
"BCR/ABL, PESQUISA DE TRANSLOCAÇÃO",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
BRAF (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,9,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CROMOSSOMO PHILADELFIA, PESQUISA",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
EGFR (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,21,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"FATOR V LEIDEN, ANÁLISE DE MUTAÇÃO (COM DIRETRIZ DE UTILIZAÇÃO)",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,25,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
HER-2 - DOSAGEM DO RECEPTOR (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,30,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"INSTABILIDADE DE MICROSSATÉLITES (MSI), DETECÇÃO POR PCR, BLOCO DE PARAFINA COM DIRETRIZ DE
UTILIZAÇÃO",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,110,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
K-RAS (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,50,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
N-RAS (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,57,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"PROTROMBINA, PESQUISA DE MUTAÇÃO (COM DIRETRIZ DE UTILIZAÇÃO)",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,61,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
REARRANJO GÊNICO CÉLULAS B POR PCR,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
REARRANJO GÊNICO CÉLULAS T POR PCR,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
FLT3 - PESQUISA DE MUTAÇÕES (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,142,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"TESTE DE DEFICIÊNCIA DE RECOMBINAÇÃO HOMÓLOGA, HRD (COM DIRETRIZ DE UTILIZAÇÃO)",577/2023,09/05/2023,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,160,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TRANSLOCAÇÃO PML/RAR-a,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANÁLISE DE DNA (CONTEÚDO E PLOIDIA) POR CITOMETRIA DE FLUXO,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"COLORAÇÕES ESPECIAIS, QUANDO NECESSÁRIAS AOS PROCEDIMENTOS ANATOMOPATOLÓGICOS",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"DETECÇÃO DE RECEPTORES DE SECREÇÃO HORMONAL E/OU DETECÇÃO DE MARCADORES DE CÉLULAS
NEOPLÁSICAS E/OU DETECÇÃO DE FATORES DE PROLIFERAÇÃO CELULAR, DE ANGIOGÊNESE TUMORAL,
ONCOGENES E PROTEÍNAS ASSOCIADAS E/OU ENSAIO DE RECEPTOR DE ESTROGÊNIO E PROGESTERONA
EM BLOCO DE PARAFINA",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"HPV (VÍRUS DO PAPILOMA HUMANO), DETECÇÃO POR TÉCNICAS IMUNO-HISTOQUÍMICAS",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Odontológica,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,Diretriz de Utilização,SUBGRUPO,GRUPO,CAPÍTULO
PROCEDIMENTO COLPOCITOLÓGICO HORMONAL SIMPLES OU SERIADO,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"PROCEDIMENTO DIAGNÓSTICO ANATOMOPATOLÓGICO EM MATERIAL PROVENIENTE DE BIÓPSIAS SIMPLES,
PAAF, ""IMPRINT"" E ""CELL-BLOCK""",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"PROCEDIMENTO DIAGNÓSTICO ANATOMOPATOLÓGICO EM PEÇA ANATÔMICA OU CIRÚRGICA SIMPLES OU
COMPLEXA",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DIAGNÓSTICO ANATOMOPATOLÓGICO EM CITOLOGIA ESFOLIATIVA NA REGIÃO BUCO-MAXILO-FACIAL,,,Odontológica,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DIAGNÓSTICO ANATOMOPATOLÓGICO EM MATERIAL DE BIÓPSIA NA REGIÃO BUCO-MAXILO-FACIAL,,,Odontológica,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DIAGNÓSTICO ANATOMOPATOLÓGICO EM PEÇA CIRÚRGICA NA REGIÃO BUCO-MAXILO-FACIAL,,,Odontológica,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DIAGNÓSTICO ANATOMOPATOLÓGICO EM PUNÇÃO NA REGIÃO BUCO-MAXILO-FACIAL,,,Odontológica,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PD-L1 – DETECÇÃO POR TÉCNICAS IMUNOISTOQUÍMICAS (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,146,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO DIAGNÓSTICO ANATOMOPATOLÓGICO POR CONGELAÇÃO DURANTE ATO CIRÚRGICO,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO DIAGNÓSTICO CITOPATOLÓGICO EM MEIO LÍQUIDO,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO DIAGNÓSTICO CITOPATOLÓGICO ONCÓTICO DE LÍQUIDOS E RASPADOS CUTÂNEOS,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO DIAGNÓSTICO CITOPATOLÓGICO ONCÓTICO DE MATERIAL CÉRVICO-VAGINAL,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"PROCEDIMENTO DIAGNÓSTICO EM GRUPOS DE LINFONODOS, ESTRUTURAS VIZINHAS E MARGENS
CIRÚRGICAS, DE PEÇAS ANATÔMICAS SIMPLES OU COMPLEXAS",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"PROCEDIMENTO DIAGNÓSTICO EM IMUNOFLUORESCÊNCIA, DIRETA E INDIRETA",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO DIAGNÓSTICO EM PAINEL DE IMUNOISTOQUÍMICA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO DIAGNÓSTICO EM REVISÃO DE LÂMINAS,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"PROCEDIMENTO DIAGNÓSTICO POR HIBRIDIZAÇÃO ""IN SITU"" OU HIBRIDIZAÇÃO ""IN SITU"" POR
FLUORESCÊNCIA",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PUNÇÃO ASPIRATIVA COM AGULHA FINA (ÓRGÃOS OU ESTRUTURAS SUPERFICIAIS),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"PUNÇÃO ASPIRATIVA COM AGULHA FINA DE MASSAS, ÓRGÃOS OU ESTRUTURAS PROFUNDAS ORIENTADA
OU NÃO POR IMAGEM",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Odontológica,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,Diretriz de Utilização,SUBGRUPO,GRUPO,CAPÍTULO
"RECEPTOR DE ESTROGÊNIO, ENSAIO IMUNO-HISTOQUÍMICO",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"RECEPTOR DE PROGESTERONA, ENSAIO IMUNO-HISTOQUÍMICO",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"UREASE, TESTE RÁPIDO PARA HELICOBACTER PYLORI",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANGIOGRAFIA CAROTÍDIA (VIA FEMURAL),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANGIOGRAFIA RADIOISOTÓPICA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA DO MIOCÁRDIO (INFARTO AGUDO),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA DO MIOCÁRDIO COM FLUORDEOXIGLICOSE (FDG-FLÚOR-18),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA DO MIOCÁRDIO PERFUSÃO - ESTRESSE FARMACOLÓGICO (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,10,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA DO MIOCÁRDIO PERFUSÃO - ESTRESSE FÍSICO (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,10,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA DO MIOCÁRDIO PERFUSÃO - REPOUSO (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,10,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA SINCRONIZADA DAS CÂMARAS CARDÍACAS - ESFORÇO,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA SINCRONIZADA DAS CÂMARAS CARDÍACAS - REPOUSO,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
FLUXO SANGUÍNEO DAS EXTREMIDADES,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"QUANTIFICAÇÃO DE ""SHUNT"" DA DIREITA PARA A ESQUERDA",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"QUANTIFICAÇÃO DE ""SHUNT"" PERIFÉRICO",,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
VENOGRAFIA RADIOISOTÓPICA,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CINTILOGRAFIA DAS GLÂNDULAS SALIVARES COM OU SEM ESTÍMULO,,,,Ambulatorial,Hospitalar Com Obstetrícia,Hospitalar Sem Obstetrícia,Referência,Procedimento de Alta Complexidade,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
